type,method,metric,score
randomly_wrong_30,scDREAMER,NMI_cluster/label,0.787159715
randomly_wrong_30,scDREAMER,ARI_cluster/label,0.658454806
randomly_wrong_30,scDREAMER,ASW_label,0.62999239
randomly_wrong_30,scDREAMER,ASW_label/batch,0.876432434
randomly_wrong_30,scDREAMER,graph_conn,0.986597581
randomly_wrong_30,ItClust,NMI_cluster/label,0.499528158
randomly_wrong_30,ItClust,ARI_cluster/label,0.456108006
randomly_wrong_30,ItClust,ASW_label,0.568941202
randomly_wrong_30,ItClust,ASW_label/batch,0.435829105
randomly_wrong_30,ItClust,graph_conn,0.654614119
randomly_wrong_50,scANVI,NMI_cluster/label,0.819026466
randomly_wrong_50,scANVI,ARI_cluster/label,0.728764245
randomly_wrong_50,scANVI,ASW_label,0.60479287
randomly_wrong_50,scANVI,ASW_label/batch,0.853885632
randomly_wrong_50,scANVI,graph_conn,0.979681294
randomly_wrong_50,scGEN,NMI_cluster/label,0.776637628
randomly_wrong_50,scGEN,ARI_cluster/label,0.619103702
randomly_wrong_50,scGEN,ASW_label,0.564487993
randomly_wrong_50,scGEN,ASW_label/batch,0.800551379
randomly_wrong_50,scGEN,graph_conn,0.986503455
randomly_wrong_50,STACAS,NMI_cluster/label,0.780401286
randomly_wrong_50,STACAS,ARI_cluster/label,0.573375704
randomly_wrong_50,STACAS,ASW_label,0.617440028
randomly_wrong_50,STACAS,ASW_label/batch,0.761817051
randomly_wrong_50,STACAS,graph_conn,0.984297043
randomly_wrong_50,scDREAMER,NMI_cluster/label,0.659565844
randomly_wrong_50,scDREAMER,ARI_cluster/label,0.437213706
randomly_wrong_50,scDREAMER,ASW_label,0.597531405
randomly_wrong_50,scDREAMER,ASW_label/batch,0.901763535
randomly_wrong_50,scDREAMER,graph_conn,0.983849861
randomly_wrong_50,ItClust,NMI_cluster/label,0.290953707
randomly_wrong_50,ItClust,ARI_cluster/label,0.230740729
randomly_wrong_50,ItClust,ASW_label,0.477042691
randomly_wrong_50,ItClust,ASW_label/batch,0.634390553
randomly_wrong_50,ItClust,graph_conn,0.481894947
randomly_wrong_70,scANVI,NMI_cluster/label,0.824323675
randomly_wrong_70,scANVI,ARI_cluster/label,0.711153986
randomly_wrong_70,scANVI,ASW_label,0.569095891
randomly_wrong_70,scANVI,ASW_label/batch,0.865906812
randomly_wrong_70,scANVI,graph_conn,0.987637039
randomly_wrong_70,scGEN,NMI_cluster/label,0.761911096
randomly_wrong_70,scGEN,ARI_cluster/label,0.531116992
randomly_wrong_70,scGEN,ASW_label,0.569588305
randomly_wrong_70,scGEN,ASW_label/batch,0.746398727
randomly_wrong_70,scGEN,graph_conn,0.961825779
randomly_wrong_70,STACAS,NMI_cluster/label,0.789518885
randomly_wrong_70,STACAS,ARI_cluster/label,0.608130597
randomly_wrong_70,STACAS,ASW_label,0.63506425
randomly_wrong_70,STACAS,ASW_label/batch,0.781255586
randomly_wrong_70,STACAS,graph_conn,0.975286538
randomly_wrong_70,scDREAMER,NMI_cluster/label,0.615128297
randomly_wrong_70,scDREAMER,ARI_cluster/label,0.326417607
randomly_wrong_70,scDREAMER,ASW_label,0.565152371
randomly_wrong_70,scDREAMER,ASW_label/batch,0.911064872
randomly_wrong_70,scDREAMER,graph_conn,0.980412719
randomly_wrong_70,ItClust,NMI_cluster/label,0.151692796
randomly_wrong_70,ItClust,ARI_cluster/label,0.073575133
randomly_wrong_70,ItClust,ASW_label,0.435683286
randomly_wrong_70,ItClust,ASW_label/batch,0.780937187
randomly_wrong_70,ItClust,graph_conn,0.336308629
randomly_wrong_30,scANVI,pos_rate,0.927023121
randomly_wrong_30,scGEN,pos_rate,0.93039499
randomly_wrong_30,STACAS,pos_rate,0.929142582
randomly_wrong_30,scDREAMER,pos_rate,0.933477842
randomly_wrong_30,ItClust,pos_rate,0.648458574
randomly_wrong_50,scANVI,pos_rate,0.898169557
randomly_wrong_50,scGEN,pos_rate,0.930684008
randomly_wrong_50,STACAS,pos_rate,0.930587669
randomly_wrong_50,scDREAMER,pos_rate,0.910356455
randomly_wrong_50,ItClust,pos_rate,0.454624277
randomly_wrong_70,scANVI,pos_rate,0.921676301
randomly_wrong_70,scGEN,pos_rate,0.937379576
randomly_wrong_70,STACAS,pos_rate,0.929287091
randomly_wrong_70,scDREAMER,pos_rate,0.887813102
randomly_wrong_70,ItClust,pos_rate,0.184152216
randomly_wrong_30,scANVI,truepos_rate,0.297928709
randomly_wrong_30,scGEN,truepos_rate,0.255057803
randomly_wrong_30,STACAS,truepos_rate,0.143256262
randomly_wrong_30,scDREAMER,truepos_rate,0.556262042
randomly_wrong_30,ItClust,truepos_rate,0.159200385
randomly_wrong_50,scANVI,truepos_rate,0.276637765
randomly_wrong_50,scGEN,truepos_rate,0.154720617
randomly_wrong_50,STACAS,truepos_rate,0.145086705
randomly_wrong_50,scDREAMER,truepos_rate,0.589354528
randomly_wrong_50,ItClust,truepos_rate,0.135163776
randomly_wrong_70,scANVI,truepos_rate,0.254768786
randomly_wrong_70,scGEN,truepos_rate,0.107755299
randomly_wrong_70,STACAS,truepos_rate,0.144797688
randomly_wrong_70,scDREAMER,truepos_rate,0.599277457
randomly_wrong_70,ItClust,truepos_rate,0.057032755
randomly_wrong_30,scANVI,kBET,0.291765506
randomly_wrong_30,scGEN,kBET,0.126131129
randomly_wrong_30,STACAS,kBET,0.168820169
randomly_wrong_30,scDREAMER,kBET,0.424118615
randomly_wrong_30,ItClust,kBET,0.084218148
randomly_wrong_50,scANVI,kBET,0.246974702
randomly_wrong_50,scGEN,kBET,0.091198346
randomly_wrong_50,STACAS,kBET,0.142887173
randomly_wrong_50,scDREAMER,kBET,0.554789992
randomly_wrong_50,ItClust,kBET,0.10192316
randomly_wrong_70,scANVI,kBET,0.175463366
randomly_wrong_70,scGEN,kBET,0.066793594
randomly_wrong_70,STACAS,kBET,0.159232672
randomly_wrong_70,scDREAMER,kBET,0.589702099
randomly_wrong_70,ItClust,kBET,0.012426945
randomly_wrong_30,scANVI,lisi_c,0.990459325
randomly_wrong_30,scGEN,lisi_c,0.989888185
randomly_wrong_30,STACAS,lisi_c,0.991144585
randomly_wrong_30,scDREAMER,lisi_c,0.989976574
randomly_wrong_30,ItClust,lisi_c,0.948216803
randomly_wrong_50,scANVI,lisi_c,0.986204536
randomly_wrong_50,scGEN,lisi_c,0.98956008
randomly_wrong_50,STACAS,lisi_c,0.99110834
randomly_wrong_50,scDREAMER,lisi_c,0.986623586
randomly_wrong_50,ItClust,lisi_c,0.888349302
randomly_wrong_70,scANVI,lisi_c,0.987676557
randomly_wrong_70,scGEN,lisi_c,0.990284359
randomly_wrong_70,STACAS,lisi_c,0.99116404
randomly_wrong_70,scDREAMER,lisi_c,0.983352985
randomly_wrong_70,ItClust,lisi_c,0.800348566
randomly_wrong_30,scANVI,lisi_b,0.217367772
randomly_wrong_30,scGEN,lisi_b,0.142391013
randomly_wrong_30,STACAS,lisi_b,0.085163841
randomly_wrong_30,scDREAMER,lisi_b,0.388482456
randomly_wrong_30,ItClust,lisi_b,0.178625061
randomly_wrong_50,scANVI,lisi_b,0.20026551
randomly_wrong_50,scGEN,lisi_b,0.074993065
randomly_wrong_50,STACAS,lisi_b,0.05441091
randomly_wrong_50,scDREAMER,lisi_b,0.38891463
randomly_wrong_50,ItClust,lisi_b,0.185792915
randomly_wrong_70,scANVI,lisi_b,0.164709187
randomly_wrong_70,scGEN,lisi_b,0.02315958
randomly_wrong_70,STACAS,lisi_b,0.081939615
randomly_wrong_70,scDREAMER,lisi_b,0.377249401
randomly_wrong_70,ItClust,lisi_b,0.224819446
randomly_wrong_30,scANVI,lisi_f1,0.356497942
randomly_wrong_30,scGEN,lisi_f1,0.24896895
randomly_wrong_30,STACAS,lisi_f1,0.156850356
randomly_wrong_30,scDREAMER,lisi_f1,0.557997767
randomly_wrong_30,ItClust,lisi_f1,0.300619439
randomly_wrong_50,scANVI,lisi_f1,0.332924974
randomly_wrong_50,scGEN,lisi_f1,0.139420269
randomly_wrong_50,STACAS,lisi_f1,0.103158515
randomly_wrong_50,scDREAMER,lisi_f1,0.557908668
randomly_wrong_50,ItClust,lisi_f1,0.307313136
randomly_wrong_70,scANVI,lisi_f1,0.282334979
randomly_wrong_70,scGEN,lisi_f1,0.045260658
randomly_wrong_70,STACAS,lisi_f1,0.151365807
randomly_wrong_70,scDREAMER,lisi_f1,0.545301594
randomly_wrong_70,ItClust,lisi_f1,0.351033039
