type,metric,method,score
missing_and_mixing_at_edge_70,ARI_cluster/label,ItClust,0.437531096
missing_and_mixing_at_edge_70,ASW_label,ItClust,0.839390056
missing_and_mixing_at_edge_70,ASW_label/batch,ItClust,0.550908352
missing_and_mixing_at_edge_70,isolated_label_F1,ItClust,0.825000989
missing_and_mixing_at_edge_70,isolated_label_silhouette,ItClust,0.736350341
missing_and_mixing_at_edge_70,graph_conn,ItClust,0.878373726
missing_and_mixing_at_edge_50,NMI_cluster/label,scANVI,0.824004472
missing_and_mixing_at_edge_50,ARI_cluster/label,scANVI,0.832121124
missing_and_mixing_at_edge_50,ASW_label,scANVI,0.624157103
missing_and_mixing_at_edge_50,ASW_label/batch,scANVI,0.865673112
missing_and_mixing_at_edge_50,isolated_label_F1,scANVI,0.831505878
missing_and_mixing_at_edge_50,isolated_label_silhouette,scANVI,0.669478159
missing_and_mixing_at_edge_50,graph_conn,scANVI,0.970895932
missing_and_mixing_at_edge_50,NMI_cluster/label,scGEN,0.768631993
missing_and_mixing_at_edge_50,ARI_cluster/label,scGEN,0.750351379
missing_and_mixing_at_edge_50,ASW_label,scGEN,0.564279063
missing_and_mixing_at_edge_50,ASW_label/batch,scGEN,0.919031377
missing_and_mixing_at_edge_50,isolated_label_F1,scGEN,0.774358913
missing_and_mixing_at_edge_50,isolated_label_silhouette,scGEN,0.594183666
missing_and_mixing_at_edge_50,graph_conn,scGEN,0.949669627
missing_and_mixing_at_edge_50,NMI_cluster/label,STACAS,0.801370777
missing_and_mixing_at_edge_50,ARI_cluster/label,STACAS,0.646367269
missing_and_mixing_at_edge_50,ASW_label,STACAS,0.600748092
missing_and_mixing_at_edge_50,ASW_label/batch,STACAS,0.897641913
missing_and_mixing_at_edge_50,isolated_label_F1,STACAS,0.851014166
missing_and_mixing_at_edge_50,isolated_label_silhouette,STACAS,0.650177224
missing_and_mixing_at_edge_50,graph_conn,STACAS,0.967244976
missing_and_mixing_at_edge_50,NMI_cluster/label,scDREAMER,0.848347868
missing_and_mixing_at_edge_50,ARI_cluster/label,scDREAMER,0.8542171
missing_and_mixing_at_edge_50,ASW_label,scDREAMER,0.62435786
missing_and_mixing_at_edge_50,ASW_label/batch,scDREAMER,0.900159866
missing_and_mixing_at_edge_50,isolated_label_F1,scDREAMER,0.886479872
missing_and_mixing_at_edge_50,isolated_label_silhouette,scDREAMER,0.641359396
missing_and_mixing_at_edge_50,graph_conn,scDREAMER,0.968444024
missing_and_mixing_at_edge_50,NMI_cluster/label,ItClust,0.761454447
missing_and_mixing_at_edge_50,ARI_cluster/label,ItClust,0.533561392
missing_and_mixing_at_edge_50,ASW_label,ItClust,0.874774622
missing_and_mixing_at_edge_50,ASW_label/batch,ItClust,0.475071819
missing_and_mixing_at_edge_50,isolated_label_F1,ItClust,0.885311135
missing_and_mixing_at_edge_50,isolated_label_silhouette,ItClust,0.809488139
missing_and_mixing_at_edge_50,graph_conn,ItClust,0.935310592
missing_and_mixing_at_edge_30,NMI_cluster/label,scANVI,0.85196127
missing_and_mixing_at_edge_30,ARI_cluster/label,scANVI,0.856020826
missing_and_mixing_at_edge_30,ASW_label,scANVI,0.635644936
missing_and_mixing_at_edge_30,ASW_label/batch,scANVI,0.864139899
missing_and_mixing_at_edge_30,isolated_label_F1,scANVI,0.918850391
missing_and_mixing_at_edge_30,isolated_label_silhouette,scANVI,0.697221701
missing_and_mixing_at_edge_30,graph_conn,scANVI,0.969460393
missing_and_mixing_at_edge_30,NMI_cluster/label,scGEN,0.820008054
missing_and_mixing_at_edge_30,ARI_cluster/label,scGEN,0.799840938
missing_and_mixing_at_edge_30,ASW_label,scGEN,0.574771316
missing_and_mixing_at_edge_30,ASW_label/batch,scGEN,0.92412688
missing_and_mixing_at_edge_30,isolated_label_F1,scGEN,0.839082047
missing_and_mixing_at_edge_30,isolated_label_silhouette,scGEN,0.602672575
missing_and_mixing_at_edge_30,graph_conn,scGEN,0.975182605
missing_and_mixing_at_edge_30,NMI_cluster/label,STACAS,0.802600542
missing_and_mixing_at_edge_30,ARI_cluster/label,STACAS,0.646675988
missing_and_mixing_at_edge_30,ASW_label,STACAS,0.601517377
missing_and_mixing_at_edge_30,ASW_label/batch,STACAS,0.896971262
missing_and_mixing_at_edge_30,isolated_label_F1,STACAS,0.850966167
missing_and_mixing_at_edge_30,isolated_label_silhouette,STACAS,0.649498712
missing_and_mixing_at_edge_30,graph_conn,STACAS,0.969470734
missing_and_mixing_at_edge_30,NMI_cluster/label,scDREAMER,0.795183708
missing_and_mixing_at_edge_30,ARI_cluster/label,scDREAMER,0.803736153
missing_and_mixing_at_edge_30,ASW_label,scDREAMER,0.620585424
missing_and_mixing_at_edge_30,ASW_label/batch,scDREAMER,0.895452265
missing_and_mixing_at_edge_30,isolated_label_F1,scDREAMER,0.83696866
missing_and_mixing_at_edge_30,isolated_label_silhouette,scDREAMER,0.626225463
missing_and_mixing_at_edge_30,graph_conn,scDREAMER,0.968530992
missing_and_mixing_at_edge_30,NMI_cluster/label,ItClust,0.790190277
missing_and_mixing_at_edge_30,ARI_cluster/label,ItClust,0.59269981
missing_and_mixing_at_edge_30,ASW_label,ItClust,0.897120721
missing_and_mixing_at_edge_30,ASW_label/batch,ItClust,0.589894891
missing_and_mixing_at_edge_30,isolated_label_F1,ItClust,0.930143359
missing_and_mixing_at_edge_30,isolated_label_silhouette,ItClust,0.861303345
missing_and_mixing_at_edge_30,graph_conn,ItClust,0.934827074
missing_and_mixing_at_edge_70,lisi_c,scANVI,0.989743108
missing_and_mixing_at_edge_70,lisi_c,scGEN,0.985340495
missing_and_mixing_at_edge_70,lisi_c,STACAS,0.988612154
missing_and_mixing_at_edge_70,lisi_c,scDREAMER,0.986885024
missing_and_mixing_at_edge_70,lisi_c,ItClust,0.984604995
missing_and_mixing_at_edge_50,lisi_c,scANVI,0.989743108
missing_and_mixing_at_edge_50,lisi_c,scGEN,0.985340495
missing_and_mixing_at_edge_50,lisi_c,STACAS,0.988758475
missing_and_mixing_at_edge_50,lisi_c,scDREAMER,0.989686048
missing_and_mixing_at_edge_50,lisi_c,ItClust,0.989981428
missing_and_mixing_at_edge_30,lisi_c,scANVI,0.992176275
missing_and_mixing_at_edge_30,lisi_c,scGEN,0.988940805
missing_and_mixing_at_edge_30,lisi_c,STACAS,0.989125619
missing_and_mixing_at_edge_30,lisi_c,scDREAMER,0.986885024
missing_and_mixing_at_edge_30,lisi_c,ItClust,0.992948996
missing_and_mixing_at_edge_70,lisi_b,scANVI,0.273165805
missing_and_mixing_at_edge_70,lisi_b,scGEN,0.285485487
missing_and_mixing_at_edge_70,lisi_b,STACAS,0.281103648
missing_and_mixing_at_edge_70,lisi_b,scDREAMER,0.31832506
missing_and_mixing_at_edge_70,lisi_b,ItClust,0.31151645
missing_and_mixing_at_edge_50,lisi_b,scANVI,0.273165805
missing_and_mixing_at_edge_50,lisi_b,scGEN,0.285485487
missing_and_mixing_at_edge_50,lisi_b,STACAS,0.284454804
missing_and_mixing_at_edge_50,lisi_b,scDREAMER,0.320113717
missing_and_mixing_at_edge_50,lisi_b,ItClust,0.310869205
missing_and_mixing_at_edge_30,lisi_b,scANVI,0.270457787
missing_and_mixing_at_edge_30,lisi_b,scGEN,0.25864436
missing_and_mixing_at_edge_30,lisi_b,STACAS,0.283300055
missing_and_mixing_at_edge_30,lisi_b,scDREAMER,0.31832506
missing_and_mixing_at_edge_30,lisi_b,ItClust,0.314671575
missing_and_mixing_at_edge_70,lisi_f1,scANVI,0.428160685
missing_and_mixing_at_edge_70,lisi_f1,scGEN,0.442704848
missing_and_mixing_at_edge_70,lisi_f1,STACAS,0.437739662
missing_and_mixing_at_edge_70,lisi_f1,scDREAMER,0.481378804
missing_and_mixing_at_edge_70,lisi_f1,ItClust,0.47328999
missing_and_mixing_at_edge_50,lisi_f1,scANVI,0.428160685
missing_and_mixing_at_edge_50,lisi_f1,scGEN,0.442704848
missing_and_mixing_at_edge_50,lisi_f1,STACAS,0.441806731
missing_and_mixing_at_edge_50,lisi_f1,scDREAMER,0.483756507
missing_and_mixing_at_edge_50,lisi_f1,ItClust,0.473159226
missing_and_mixing_at_edge_30,lisi_f1,scANVI,0.425050786
missing_and_mixing_at_edge_30,lisi_f1,scGEN,0.410046494
missing_and_mixing_at_edge_30,lisi_f1,STACAS,0.440449054
missing_and_mixing_at_edge_30,lisi_f1,scDREAMER,0.481378804
missing_and_mixing_at_edge_30,lisi_f1,ItClust,0.477895241
missing_and_mixing_at_edge_70,pos_rate,scANVI,0.916343341
missing_and_mixing_at_edge_70,pos_rate,scGEN,0.906971886
missing_and_mixing_at_edge_70,pos_rate,STACAS,0.915985197
missing_and_mixing_at_edge_70,pos_rate,scDREAMER,0.903897809
missing_and_mixing_at_edge_70,pos_rate,ItClust,0.886468095
missing_and_mixing_at_edge_50,pos_rate,scANVI,0.916343341
missing_and_mixing_at_edge_50,pos_rate,scGEN,0.906971886
missing_and_mixing_at_edge_50,pos_rate,STACAS,0.916791023
missing_and_mixing_at_edge_50,pos_rate,scDREAMER,0.924968662
missing_and_mixing_at_edge_50,pos_rate,ItClust,0.918910046
missing_and_mixing_at_edge_30,pos_rate,scANVI,0.936668059
missing_and_mixing_at_edge_30,pos_rate,scGEN,0.935354862
missing_and_mixing_at_edge_30,pos_rate,STACAS,0.917089477
missing_and_mixing_at_edge_30,pos_rate,scDREAMER,0.903897809
missing_and_mixing_at_edge_30,pos_rate,ItClust,0.936250224
missing_and_mixing_at_edge_70,truepos_rate,scANVI,0.146690145
missing_and_mixing_at_edge_70,truepos_rate,scGEN,0.279740942
missing_and_mixing_at_edge_70,truepos_rate,STACAS,0.143019161
missing_and_mixing_at_edge_70,truepos_rate,scDREAMER,0.524652301
missing_and_mixing_at_edge_70,truepos_rate,ItClust,0.459917627
missing_and_mixing_at_edge_50,truepos_rate,scANVI,0.146690145
missing_and_mixing_at_edge_50,truepos_rate,scGEN,0.279740942
missing_and_mixing_at_edge_50,truepos_rate,STACAS,0.143407151
missing_and_mixing_at_edge_50,truepos_rate,scDREAMER,0.545335164
missing_and_mixing_at_edge_50,truepos_rate,ItClust,0.414552617
missing_and_mixing_at_edge_30,truepos_rate,scANVI,0.155733301
missing_and_mixing_at_edge_30,truepos_rate,scGEN,0.248850952
missing_and_mixing_at_edge_30,truepos_rate,STACAS,0.13815436
missing_and_mixing_at_edge_30,truepos_rate,scDREAMER,0.524652301
missing_and_mixing_at_edge_30,truepos_rate,ItClust,0.480093118
missing_and_mixing_at_edge_70,kBET,scANVI,0.243855781
missing_and_mixing_at_edge_70,kBET,scGEN,0.404234741
missing_and_mixing_at_edge_70,kBET,STACAS,0.273673724
missing_and_mixing_at_edge_70,kBET,scDREAMER,0.45224519
missing_and_mixing_at_edge_70,kBET,ItClust,0.420027084
missing_and_mixing_at_edge_50,kBET,scANVI,0.242914025
missing_and_mixing_at_edge_50,kBET,scGEN,0.405697546
missing_and_mixing_at_edge_50,kBET,STACAS,0.287314708
missing_and_mixing_at_edge_50,kBET,scDREAMER,0.463484048
missing_and_mixing_at_edge_50,kBET,ItClust,0.481847838
missing_and_mixing_at_edge_30,kBET,scANVI,0.235446752
missing_and_mixing_at_edge_30,kBET,scGEN,0.433366231
missing_and_mixing_at_edge_30,kBET,STACAS,0.282674309
missing_and_mixing_at_edge_30,kBET,scDREAMER,0.449678333
missing_and_mixing_at_edge_30,kBET,ItClust,0.546706766
unsupervised,NMI_cluster/label,scanorama,0.815289
unsupervised,ARI_cluster/label,scanorama,0.77563
unsupervised,ASW_label,scanorama,0.554325
unsupervised,ASW_label/batch,scanorama,0.943051
unsupervised,isolated_label_F1,scanorama,0.76568
unsupervised,isolated_label_silhouette,scanorama,0.590344
unsupervised,graph_conn,scanorama,0.984365
unsupervised,lisi_c,scanorama,0.986
unsupervised,lisi_b,scanorama,0.193
unsupervised,lisi_f1,scanorama,0.323
unsupervised,kBET,scanorama,0.223123
unsupervised,pos_rate,scanorama,0.915239
unsupervised,truepos_rate,scanorama,0.070584
randomly_wrong_30,NMI_cluster/label,scANVI,0.832802493
randomly_wrong_30,ARI_cluster/label,scANVI,0.853046867
randomly_wrong_30,ASW_label,scANVI,0.575640695
randomly_wrong_30,ASW_label/batch,scANVI,0.905711976
randomly_wrong_30,isolated_label_F1,scANVI,0.843352826
randomly_wrong_30,isolated_label_silhouette,scANVI,0.627448561
randomly_wrong_30,graph_conn,scANVI,0.987433556
randomly_wrong_30,NMI_cluster/label,scGEN,0.715225206
randomly_wrong_30,ARI_cluster/label,scGEN,0.768183074
randomly_wrong_30,ASW_label,scGEN,0.548263573
randomly_wrong_30,ASW_label/batch,scGEN,0.930214734
randomly_wrong_30,isolated_label_F1,scGEN,0.621015938
randomly_wrong_30,isolated_label_silhouette,scGEN,0.569027408
randomly_wrong_30,graph_conn,scGEN,0.986571979
randomly_wrong_30,NMI_cluster/label,STACAS,0.79380876
randomly_wrong_30,ARI_cluster/label,STACAS,0.649514882
randomly_wrong_30,ASW_label,STACAS,0.60190438
randomly_wrong_30,ASW_label/batch,STACAS,0.849414711
randomly_wrong_30,isolated_label_F1,STACAS,0.855051758
randomly_wrong_30,isolated_label_silhouette,STACAS,0.658786922
randomly_wrong_30,graph_conn,STACAS,0.965184428
randomly_wrong_30,NMI_cluster/label,scDREAMER,0.656041983
randomly_wrong_30,ARI_cluster/label,scDREAMER,0.597712187
randomly_wrong_30,ASW_label,scDREAMER,0.617060426
randomly_wrong_30,ASW_label/batch,scDREAMER,0.926479841
randomly_wrong_30,isolated_label_F1,scDREAMER,0.776888496
randomly_wrong_30,isolated_label_silhouette,scDREAMER,0.619693418
randomly_wrong_30,graph_conn,scDREAMER,0.982444145
randomly_wrong_30,NMI_cluster/label,ItClust,0.477188009
randomly_wrong_30,ARI_cluster/label,ItClust,0.531906145
randomly_wrong_30,ASW_label,ItClust,0.627938706
randomly_wrong_30,ASW_label/batch,ItClust,0.815100525
randomly_wrong_30,isolated_label_F1,ItClust,0.552524797
randomly_wrong_30,isolated_label_silhouette,ItClust,0.638976104
randomly_wrong_30,graph_conn,ItClust,0.741126227
randomly_wrong_50,NMI_cluster/label,scANVI,0.7868607
randomly_wrong_50,ARI_cluster/label,scANVI,0.741498922
randomly_wrong_50,ASW_label,scANVI,0.563555327
randomly_wrong_50,ASW_label/batch,scANVI,0.912667158
randomly_wrong_50,isolated_label_F1,scANVI,0.840389003
randomly_wrong_50,isolated_label_silhouette,scANVI,0.602304754
randomly_wrong_50,graph_conn,scANVI,0.980517872
randomly_wrong_50,NMI_cluster/label,scGEN,0.712936277
randomly_wrong_50,ARI_cluster/label,scGEN,0.658720999
randomly_wrong_50,ASW_label,scGEN,0.534159769
randomly_wrong_50,ASW_label/batch,scGEN,0.914385033
randomly_wrong_50,isolated_label_F1,scGEN,0.636177335
randomly_wrong_50,isolated_label_silhouette,scGEN,0.567169526
randomly_wrong_50,graph_conn,scGEN,0.978477945
randomly_wrong_50,NMI_cluster/label,STACAS,0.794263115
randomly_wrong_50,ARI_cluster/label,STACAS,0.648756073
randomly_wrong_50,ASW_label,STACAS,0.601429291
randomly_wrong_50,ASW_label/batch,STACAS,0.850104623
randomly_wrong_50,isolated_label_F1,STACAS,0.830573616
randomly_wrong_50,isolated_label_silhouette,STACAS,0.657058796
randomly_wrong_50,graph_conn,STACAS,0.966426408
randomly_wrong_50,NMI_cluster/label,scDREAMER,0.529033741
randomly_wrong_50,ARI_cluster/label,scDREAMER,0.231168408
randomly_wrong_50,ASW_label,scDREAMER,0.578687643
randomly_wrong_50,ASW_label/batch,scDREAMER,0.933608727
randomly_wrong_50,isolated_label_F1,scDREAMER,0.615153052
randomly_wrong_50,isolated_label_silhouette,scDREAMER,0.580806779
randomly_wrong_50,graph_conn,scDREAMER,0.960349447
randomly_wrong_50,NMI_cluster/label,ItClust,0.217883454
randomly_wrong_50,ARI_cluster/label,ItClust,0.228206092
randomly_wrong_50,ASW_label,ItClust,0.464522552
randomly_wrong_50,ASW_label/batch,ItClust,0.885394923
randomly_wrong_50,isolated_label_F1,ItClust,0.300020843
randomly_wrong_50,isolated_label_silhouette,ItClust,0.493314802
randomly_wrong_50,graph_conn,ItClust,0.513207696
randomly_wrong_70,NMI_cluster/label,scANVI,0.809184375
randomly_wrong_70,ARI_cluster/label,scANVI,0.775455182
randomly_wrong_70,ASW_label,scANVI,0.545230877
randomly_wrong_70,ASW_label/batch,scANVI,0.908837977
randomly_wrong_70,isolated_label_F1,scANVI,0.72960958
randomly_wrong_70,isolated_label_silhouette,scANVI,0.588184934
randomly_wrong_70,graph_conn,scANVI,0.979108456
randomly_wrong_70,NMI_cluster/label,scGEN,0.766931892
randomly_wrong_70,ARI_cluster/label,scGEN,0.726357835
randomly_wrong_70,ASW_label,scGEN,0.53624288
randomly_wrong_70,ASW_label/batch,scGEN,0.900944338
randomly_wrong_70,isolated_label_F1,scGEN,0.702920107
randomly_wrong_70,isolated_label_silhouette,scGEN,0.580550217
randomly_wrong_70,graph_conn,scGEN,0.98193414
randomly_wrong_70,NMI_cluster/label,STACAS,0.794990178
randomly_wrong_70,ARI_cluster/label,STACAS,0.643324557
randomly_wrong_70,ASW_label,STACAS,0.60220186
randomly_wrong_70,ASW_label/batch,STACAS,0.85449355
randomly_wrong_70,isolated_label_F1,STACAS,0.833892347
randomly_wrong_70,isolated_label_silhouette,STACAS,0.654553306
randomly_wrong_70,graph_conn,STACAS,0.965028564
randomly_wrong_70,NMI_cluster/label,scDREAMER,0.513272768
randomly_wrong_70,ARI_cluster/label,scDREAMER,0.156686272
randomly_wrong_70,ASW_label,scDREAMER,0.553501791
randomly_wrong_70,ASW_label/batch,scDREAMER,0.939265394
randomly_wrong_70,isolated_label_F1,scDREAMER,0.446144818
randomly_wrong_70,isolated_label_silhouette,scDREAMER,0.566957872
randomly_wrong_70,graph_conn,scDREAMER,0.975249883
randomly_wrong_70,NMI_cluster/label,ItClust,0.07754421
randomly_wrong_70,ARI_cluster/label,ItClust,0.033108002
randomly_wrong_70,ASW_label,ItClust,0.42965832
randomly_wrong_70,ASW_label/batch,ItClust,0.923485898
randomly_wrong_70,isolated_label_F1,ItClust,0.15271786
randomly_wrong_70,isolated_label_silhouette,ItClust,0.445190245
randomly_wrong_70,graph_conn,ItClust,0.266158157
randomly_wrong_30,lisi_c,scANVI,0.988915262
randomly_wrong_30,lisi_c,scGEN,0.98619688
randomly_wrong_30,lisi_c,STACAS,0.989106266
randomly_wrong_30,lisi_c,scDREAMER,0.990126112
randomly_wrong_30,lisi_c,ItClust,0.953962756
randomly_wrong_50,lisi_c,scANVI,0.985204569
randomly_wrong_50,lisi_c,scGEN,0.982785381
randomly_wrong_50,lisi_c,STACAS,0.988706123
randomly_wrong_50,lisi_c,scDREAMER,0.985493127
randomly_wrong_50,lisi_c,ItClust,0.885951026
randomly_wrong_70,lisi_c,scANVI,0.982240287
randomly_wrong_70,lisi_c,scGEN,0.98386775
randomly_wrong_70,lisi_c,STACAS,0.988214455
randomly_wrong_70,lisi_c,scDREAMER,0.982172849
randomly_wrong_70,lisi_c,ItClust,0.822318553
randomly_wrong_30,lisi_b,scANVI,0.300787132
randomly_wrong_30,lisi_b,scGEN,0.233213009
randomly_wrong_30,lisi_b,STACAS,0.285222226
randomly_wrong_30,lisi_b,scDREAMER,0.353775211
randomly_wrong_30,lisi_b,ItClust,0.355425525
randomly_wrong_50,lisi_b,scANVI,0.311877458
randomly_wrong_50,lisi_b,scGEN,0.223257675
randomly_wrong_50,lisi_b,STACAS,0.279606745
randomly_wrong_50,lisi_b,scDREAMER,0.35982766
randomly_wrong_50,lisi_b,ItClust,0.341479762
randomly_wrong_70,lisi_b,scANVI,0.31625046
randomly_wrong_70,lisi_b,scGEN,0.177694703
randomly_wrong_70,lisi_b,STACAS,0.284107681
randomly_wrong_70,lisi_b,scDREAMER,0.359644623
randomly_wrong_70,lisi_b,ItClust,0.342877201
randomly_wrong_30,lisi_f1,scANVI,0.461273836
randomly_wrong_30,lisi_f1,scGEN,0.37722171
randomly_wrong_30,lisi_f1,STACAS,0.442766669
randomly_wrong_30,lisi_f1,scDREAMER,0.52129136
randomly_wrong_30,lisi_f1,ItClust,0.517894834
randomly_wrong_50,lisi_f1,scANVI,0.473775891
randomly_wrong_50,lisi_f1,scGEN,0.363858285
randomly_wrong_50,lisi_f1,STACAS,0.435931714
randomly_wrong_50,lisi_f1,scDREAMER,0.527171942
randomly_wrong_50,lisi_f1,ItClust,0.492955446
randomly_wrong_70,lisi_f1,scANVI,0.478453841
randomly_wrong_70,lisi_f1,scGEN,0.301022278
randomly_wrong_70,lisi_f1,STACAS,0.441333699
randomly_wrong_70,lisi_f1,scDREAMER,0.526499604
randomly_wrong_70,lisi_f1,ItClust,0.483960369
randomly_wrong_30,kBET,scANVI,0.289713675
randomly_wrong_30,kBET,scGEN,0.287414908
randomly_wrong_30,kBET,STACAS,0.244467708
randomly_wrong_30,kBET,scDREAMER,0.611706395
randomly_wrong_30,kBET,ItClust,0.304314165
randomly_wrong_50,kBET,scANVI,0.305417039
randomly_wrong_50,kBET,scGEN,0.195269033
randomly_wrong_50,kBET,STACAS,0.252306137
randomly_wrong_50,kBET,scDREAMER,0.67458282
randomly_wrong_50,kBET,ItClust,0.080453059
randomly_wrong_70,kBET,scANVI,0.326093554
randomly_wrong_70,kBET,scGEN,0.124808751
randomly_wrong_70,kBET,STACAS,0.235939723
randomly_wrong_70,kBET,scDREAMER,0.677908498
randomly_wrong_70,kBET,ItClust,0.071986736
randomly_wrong_30,pos_rate,scANVI,0.921625977
randomly_wrong_30,pos_rate,scGEN,0.91141885
randomly_wrong_30,pos_rate,STACAS,0.913687101
randomly_wrong_30,pos_rate,scDREAMER,0.936130842
randomly_wrong_30,pos_rate,ItClust,0.72115442
randomly_wrong_50,pos_rate,scANVI,0.898734555
randomly_wrong_50,pos_rate,scGEN,0.905330389
randomly_wrong_50,pos_rate,STACAS,0.912015758
randomly_wrong_50,pos_rate,scDREAMER,0.909508745
randomly_wrong_50,pos_rate,ItClust,0.428818719
randomly_wrong_70,pos_rate,scANVI,0.883035874
randomly_wrong_70,pos_rate,scGEN,0.911776995
randomly_wrong_70,pos_rate,STACAS,0.908195547
randomly_wrong_70,pos_rate,scDREAMER,0.887124694
randomly_wrong_70,pos_rate,ItClust,0.177789053
randomly_wrong_30,truepos_rate,scANVI,0.218707097
randomly_wrong_30,truepos_rate,scGEN,0.187399272
randomly_wrong_30,truepos_rate,STACAS,0.074762729
randomly_wrong_30,truepos_rate,scDREAMER,0.616486599
randomly_wrong_30,truepos_rate,ItClust,0.53575479
randomly_wrong_50,truepos_rate,scANVI,0.240315167
randomly_wrong_50,truepos_rate,scGEN,0.13516982
randomly_wrong_50,truepos_rate,STACAS,0.074135976
randomly_wrong_50,truepos_rate,scDREAMER,0.64295947
randomly_wrong_50,truepos_rate,ItClust,0.304064944
randomly_wrong_70,truepos_rate,scANVI,0.246194711
randomly_wrong_70,truepos_rate,scGEN,0.068733958
randomly_wrong_70,truepos_rate,STACAS,0.076284845
randomly_wrong_70,truepos_rate,scDREAMER,0.661135319
randomly_wrong_70,truepos_rate,ItClust,0.112159016
